А-26;102;58;24;20;305;184;121;194;1.902
Б-24;71;35;23;13;188;138;50;118;1.662
Б-25;81;32;35;14;173;202;-29;110;1.358
В-27;62;28;30;4;160;171;-11;88;1.419
СБО;58;23;27;8;125;133;-8;77;1.328
Г-26;29;18;10;1;87;50;37;55;1.897
Г-28;29;14;11;4;70;60;10;46;1.586
В-25;33;10;16;7;65;84;-19;37;1.121
В-23;21;11;8;2;62;52;10;35;1.667
А-27;21;4;14;3;27;56;-29;15;0.714
Б-27;8;3;4;1;19;26;-7;10;1.250
А-28;27;2;23;2;44;132;-88;8;0.296
Б-28;13;1;11;1;13;43;-30;4;0.308
Г-29;3;0;3;0;5;12;-7;0;0.000
