А-26;25;14;7;4;70;49;21;46;1.840
Г-26;18;12;5;1;63;28;35;37;2.056
Г-28;18;10;5;3;48;29;19;33;1.834
Б-24;21;10;9;2;44;44;0;32;1.524
СБО;17;8;8;1;42;33;9;25;1.471
Б-25;20;6;12;2;38;63;-25;20;1.000
11Г;4;3;1;0;10;6;4;9;2.250
В-27;12;2;9;1;24;45;-21;7;0.584
А-28;9;1;8;0;14;52;-38;3;0.334
11A;1;1;0;0;2;0;2;3;3.000
12Б;3;0;2;1;5;8;-3;1;0.334
11А;2;0;1;1;3;6;-3;1;0.500
